activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL852582,NCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL98086,=,=,Ratio,,40.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,40.0,NCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],IPWFMTIKXICYNV-ZETCQYMHSA-N,-0.19833616088574543,IPWFMTIKXICYNV,no_wikidata_match
,CHEMBL1763068,CCC(CCNC)Oc1cc(Cl)ccc1C#N.Cl,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762478,=,=,Ratio IC50,,18.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,18.0,CCC(CCNC)Oc1cc(Cl)ccc1C#N.Cl,ISUTYHCEBNDJBQ-UHFFFAOYSA-N,-0.7046193107234777,ISUTYHCEBNDJBQ,no_wikidata_match
,CHEMBL840777,Br.Br.CC(=N)Nc1ccc(NN)cc1,,CHEMBL1131040,J Med Chem,CHEMBL543142,=,=,Selectivity,,4.2,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,4.2,Br.Br.CC(=N)Nc1ccc(NN)cc1,ITQCHIHWHJVYDT-UHFFFAOYSA-N,-0.5764100269353143,ITQCHIHWHJVYDT,no_wikidata_match
,CHEMBL840781,N=C(NCCC[C@H](N)C(=O)N[C@@H]1CN[C@@H](C(N)=O)C1)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL524324,=,=,Selectivity,,182.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,182.0,N=C(NCCC[C@H](N)C(=O)N[C@@H]1CN[C@@H](C(N)=O)C1)N[N+](=O)[O-],IUFRDGFKAVLPFZ-BIIVOSGPSA-N,0.07272747157789562,IUFRDGFKAVLPFZ,no_wikidata_match
,CHEMBL840781,NC(=O)C1CC(NC(=O)[C@@H](N)CCC/N=C(/N)N[N+](=O)[O-])CN1,,CHEMBL1145940,J Med Chem,CHEMBL357485,=,=,Selectivity,,320.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,320.0,NC(=O)C1CC(NC(=O)[C@@H](N)CCC/N=C(/N)N[N+](=O)[O-])CN1,IUFRDGFKAVLPFZ-WTIBDHCWSA-N,0.1692889733318957,IUFRDGFKAVLPFZ,no_wikidata_match
,CHEMBL845032,NC1=NC(C2CCCCC2)CCC1,,CHEMBL1131208,J Med Chem,CHEMBL7133,=,=,Selectivity,,0.6,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.6,NC1=NC(C2CCCCC2)CCC1,IWONLBSAXYOQRL-UHFFFAOYSA-N,0.2979083557518385,IWONLBSAXYOQRL,no_wikidata_match
,CHEMBL4346022,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12,,CHEMBL4342518,J Med Chem,CHEMBL4535045,=,=,Ratio Ki,,578.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,,578.0,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12,IYSGQZIVZRDDAE-UHFFFAOYSA-N,-0.849519107064375,IYSGQZIVZRDDAE,no_wikidata_match
,CHEMBL840777,CC(=N)Nc1ccc(CO)cc1.Cl,,CHEMBL1131040,J Med Chem,CHEMBL542431,>,>,Selectivity,,83.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,83.0,CC(=N)Nc1ccc(CO)cc1.Cl,IZEBMAPUHDVFGJ-UHFFFAOYSA-N,-0.02040857940606924,IZEBMAPUHDVFGJ,no_wikidata_match
,CHEMBL831308,C[C@@H]1CC(N)=N[C@@H]2CCC[C@H]12,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL191242,=,=,Selectivity,,2.1,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.1,C[C@@H]1CC(N)=N[C@@H]2CCC[C@H]12,JABSMABHPFQNPH-BWZBUEFSSA-N,0.8695102953176818,JABSMABHPFQNPH,no_wikidata_match
,CHEMBL831308,C[C@@H]1CC(N)=N[C@@H]2CCC[C@H]12,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL191242,=,=,Selectivity,,2.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.3,C[C@@H]1CC(N)=N[C@@H]2CCC[C@H]12,JABSMABHPFQNPH-BWZBUEFSSA-N,0.8695102953176818,JABSMABHPFQNPH,no_wikidata_match
,CHEMBL831308,C[C@H]1CC(N)=N[C@H]2CCC[C@H]21,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL433589,=,=,Selectivity,,0.27,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.27,C[C@H]1CC(N)=N[C@H]2CCC[C@H]21,JABSMABHPFQNPH-FXQIFTODSA-N,0.8695102953176818,JABSMABHPFQNPH,no_wikidata_match
,CHEMBL1837329,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,,CHEMBL1833804,J Med Chem,CHEMBL3142317,=,=,Ratio IC50,,98.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,98.0,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,JCYICIRSTHXKMP-UHFFFAOYSA-N,-0.5686182313656702,JCYICIRSTHXKMP,no_wikidata_match
,CHEMBL1837329,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,,CHEMBL1833804,J Med Chem,CHEMBL3142317,=,=,Ratio IC50,,15.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,15.0,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,JCYICIRSTHXKMP-UHFFFAOYSA-N,-0.5686182313656702,JCYICIRSTHXKMP,no_wikidata_match
,CHEMBL1837329,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,,CHEMBL1833804,J Med Chem,CHEMBL3142317,=,=,Ratio IC50,,309.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,309.0,Cl.Cl.N=C(Nc1ccc2c(C3CN4CCC3CC4)c[nH]c2c1)c1cccs1,JCYICIRSTHXKMP-UHFFFAOYSA-N,-0.5686182313656702,JCYICIRSTHXKMP,no_wikidata_match
,CHEMBL847293,Cl.NC1=NCCC1,,CHEMBL1131100,J Med Chem,CHEMBL543888,=,=,Ratio,,0.78,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.78,Cl.NC1=NCCC1,JEBHLIYFPKISBI-UHFFFAOYSA-N,0.13225498618047143,JEBHLIYFPKISBI,http://www.wikidata.org/entity/Q72466075
,CHEMBL1825589,Cl.Cl.N=C(Nc1ccc2c(ccn2C2CN3CCC2CC3)c1)c1cccs1,,CHEMBL1821699,Bioorg Med Chem Lett,CHEMBL3215865,=,=,Ratio IC50,,79.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,79.0,Cl.Cl.N=C(Nc1ccc2c(ccn2C2CN3CCC2CC3)c1)c1cccs1,JESSVVSHXTYING-UHFFFAOYSA-N,-0.8807239342896896,JESSVVSHXTYING,no_wikidata_match
,CHEMBL840781,NCCc1ccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])cc1,,CHEMBL1145940,J Med Chem,CHEMBL45113,=,=,Selectivity,,217.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,217.0,NCCc1ccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])cc1,JJADHNQTHMUGOW-LBPRGKRZSA-N,0.17501870550200435,JJADHNQTHMUGOW,no_wikidata_match
,CHEMBL848155,NC1=Nc2ccccc2[C@H]2CCC[C@@]12F,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL349071,=,=,Selectivity,,21.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,21.0,NC1=Nc2ccccc2[C@H]2CCC[C@@]12F,JJYMKEKAYFWALD-SKDRFNHKSA-N,0.3316252716038732,JJYMKEKAYFWALD,no_wikidata_match
,CHEMBL851343,N#Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL83455,=,=,Ratio,,50.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,50.0,N#Cc1ccc2c(c1)[C@H]1CCC[C@H]1C(N)=N2,JMKTYMDJZXREEU-VHSXEESVSA-N,-0.5466189614969938,JMKTYMDJZXREEU,no_wikidata_match
,CHEMBL752278,CC(=N)NCCOC[C@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL155129,=,=,Ratio,,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,10.0,CC(=N)NCCOC[C@H](N)C(=O)O,JMVMEPGMGYPFIU-LURJTMIESA-N,0.44445033219860236,JMVMEPGMGYPFIU,no_wikidata_match
,CHEMBL1786330,N=C(N)[C@H]1CCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783094,=,=,Ratio IC50,,9.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,9.0,N=C(N)[C@H]1CCN1,JQAXMIRHPUQOBI-GSVOUGTGSA-N,0.8467810631732143,JQAXMIRHPUQOBI,no_wikidata_match
,CHEMBL1786330,N=C(N)[C@@H]1CCN1,,CHEMBL1781991,Bioorg Med Chem Lett,CHEMBL1783095,=,=,Ratio IC50,,9.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,9.0,N=C(N)[C@@H]1CCN1,JQAXMIRHPUQOBI-VKHMYHEASA-N,0.8467810631732143,JQAXMIRHPUQOBI,no_wikidata_match
,CHEMBL4346022,Cc1cc(N)nc2cc(-c3ccc(OCc4cocn4)c(CN)c3)ccc12,,CHEMBL4342518,J Med Chem,CHEMBL4555914,=,=,Ratio Ki,,390.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,,390.0,Cc1cc(N)nc2cc(-c3ccc(OCc4cocn4)c(CN)c3)ccc12,JUUSNAFIFJKARW-UHFFFAOYSA-N,-0.36995335398501833,JUUSNAFIFJKARW,no_wikidata_match
,CHEMBL5046509,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(F)cc1,,CHEMBL5046219,J Med Chem,CHEMBL5070156,=,=,Ratio IC50,,43.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,43.0,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(F)cc1,JYXSAJGHAKGMRM-MRZGDXHCSA-N,-0.3883846296924333,JYXSAJGHAKGMRM,no_wikidata_match
,CHEMBL832387,CCCC1CC(N)=NC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL362366,=,=,Ratio,uM,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,2.0,CCCC1CC(N)=NC1C,KBOKLILFNBAIHC-UHFFFAOYSA-N,0.72633204532916,KBOKLILFNBAIHC,no_wikidata_match
,CHEMBL702712,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL7890,=,=,Selectivity,,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.0,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],KCWZGJVSDFYRIX-YFKPBYRVSA-N,0.37063898391792494,KCWZGJVSDFYRIX,http://www.wikidata.org/entity/Q27081090
,CHEMBL851343,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL7890,=,=,Ratio,,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,5.0,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],KCWZGJVSDFYRIX-YFKPBYRVSA-N,0.37063898391792494,KCWZGJVSDFYRIX,http://www.wikidata.org/entity/Q27081090
,CHEMBL831768,CC[C@H]1[Se]C(N)=N[C@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL179126,=,=,Ratio,nM,20.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,20.0,CC[C@H]1[Se]C(N)=N[C@H]1C,KGDKLNPRYLLBRV-CRCLSJGQSA-N,0.27399191675984447,KGDKLNPRYLLBRV,http://www.wikidata.org/entity/Q82286359
,CHEMBL831768,CC[C@H]1[Se]C(N)=N[C@@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL178205,=,=,Ratio,,85.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,85.0,CC[C@H]1[Se]C(N)=N[C@@H]1C,KGDKLNPRYLLBRV-RFZPGFLSSA-N,0.27399191675984447,KGDKLNPRYLLBRV,no_wikidata_match
,CHEMBL831768,CC[C@@H]1[Se]C(N)=N[C@@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL362691,=,=,Ratio,nM,20.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,20.0,CC[C@@H]1[Se]C(N)=N[C@@H]1C,KGDKLNPRYLLBRV-UHNVWZDZSA-N,0.27399191675984447,KGDKLNPRYLLBRV,no_wikidata_match
,CHEMBL831768,CC[C@@H]1[Se]C(N)=N[C@H]1C,,CHEMBL1142001,Bioorg Med Chem Lett,CHEMBL178373,=,=,Ratio,nM,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,nM,10.0,CC[C@@H]1[Se]C(N)=N[C@H]1C,KGDKLNPRYLLBRV-WHFBIAKZSA-N,0.27399191675984447,KGDKLNPRYLLBRV,no_wikidata_match
,CHEMBL851343,NC1=Nc2c(cc(Cl)c(F)c2F)[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL87219,=,=,Ratio,,37.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,37.0,NC1=Nc2c(cc(Cl)c(F)c2F)[C@H]2CCC[C@@H]12,KIVCYMMBRBXVPG-NTSWFWBYSA-N,-0.21243573724528828,KIVCYMMBRBXVPG,no_wikidata_match
,CHEMBL848155,NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL314186,=,=,Selectivity,,28.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,28.0,NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,KIZRQQSPWFKPQM-JGVFFNPUSA-N,-0.6818544044088063,KIZRQQSPWFKPQM,no_wikidata_match
,CHEMBL851343,NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,,CHEMBL1135323,Bioorg Med Chem Lett,CHEMBL314186,=,=,Ratio,,48.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,48.0,NC1=Nc2c(F)cc(Cl)cc2[C@H]2CCC[C@@H]12,KIZRQQSPWFKPQM-JGVFFNPUSA-N,-0.6818544044088063,KIZRQQSPWFKPQM,no_wikidata_match
,CHEMBL848155,NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@]12F,,CHEMBL1137842,Bioorg Med Chem Lett,CHEMBL161925,=,=,Selectivity,,7.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,7.0,NC1=Nc2cc(CCCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@]12F,KPZWVCKSXOJCDJ-KNQAVFIVSA-N,-0.3933298044913889,KPZWVCKSXOJCDJ,no_wikidata_match
,CHEMBL752278,CC(=N)NCCSC[C@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL351787,=,=,Ratio,,10.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,10.0,CC(=N)NCCSC[C@H](N)C(=O)O,KQPLTXABUXNVDD-LURJTMIESA-N,0.5248889373011385,KQPLTXABUXNVDD,http://www.wikidata.org/entity/Q82574613
,CHEMBL752278,CC(=N)NCCSC[C@@H](N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL435854,=,=,Ratio,,19.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,19.0,CC(=N)NCCSC[C@@H](N)C(=O)O,KQPLTXABUXNVDD-ZCFIWIBFSA-N,0.5248889373011385,KQPLTXABUXNVDD,no_wikidata_match
,CHEMBL5046509,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(Cl)c(Cl)c1,,CHEMBL5046219,J Med Chem,CHEMBL5093391,=,=,Ratio IC50,,39.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,39.0,COC(=O)[C@H](CC(C)C)NC(=O)/C=C/c1ccc(Cl)c(Cl)c1,KRAOGCWKHIYGHD-DYLGSBMWSA-N,-0.42093764960186814,KRAOGCWKHIYGHD,no_wikidata_match
,CHEMBL847293,CCCC1N=C(N)CC1C.Cl,,CHEMBL1131100,J Med Chem,CHEMBL541081,=,=,Ratio,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,1.0,CCCC1N=C(N)CC1C.Cl,KRAZUYRRUWMBKX-UHFFFAOYSA-N,0.5768064767528727,KRAZUYRRUWMBKX,no_wikidata_match
,CHEMBL851192,CCSC(=N)Nc1ccc(C2CCCCC2)cc1.I,,CHEMBL1130064,J Med Chem,CHEMBL539508,=,=,Selectivity index,,19.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity index,,19.0,CCSC(=N)Nc1ccc(C2CCCCC2)cc1.I,KSTSEWMWKZWRJB-UHFFFAOYSA-N,-0.7536206011383367,KSTSEWMWKZWRJB,no_wikidata_match
,CHEMBL840777,CC(=N)Nc1ccc(C(N)=O)cc1.Cl,,CHEMBL1131040,J Med Chem,CHEMBL540558,>,>,Selectivity,,6.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,6.9,CC(=N)Nc1ccc(C(N)=O)cc1.Cl,KUCOYPTUHNVOEJ-UHFFFAOYSA-N,-0.7852180018735927,KUCOYPTUHNVOEJ,no_wikidata_match
,CHEMBL852582,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL44833,=,=,Ratio,,192.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,192.0,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],KUZKVXUOMSVPOA-BQBZGAKWSA-N,0.3143421234264409,KUZKVXUOMSVPOA,no_wikidata_match
,CHEMBL838498,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],,CHEMBL1134555,J Med Chem,CHEMBL44833,=,=,Selectivity,,192.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,192.0,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],KUZKVXUOMSVPOA-BQBZGAKWSA-N,0.3143421234264409,KUZKVXUOMSVPOA,no_wikidata_match
,CHEMBL840781,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL44833,=,=,Selectivity,,294.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,294.0,N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],KUZKVXUOMSVPOA-BQBZGAKWSA-N,0.3143421234264409,KUZKVXUOMSVPOA,no_wikidata_match
,CHEMBL851192,CCSC(=N)Nc1ccc(O)cc1.I,,CHEMBL1130064,J Med Chem,CHEMBL543090,=,=,Selectivity index,,7.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity index,,7.4,CCSC(=N)Nc1ccc(O)cc1.I,KVOCVPYURLOASX-UHFFFAOYSA-N,-0.6006050611509215,KVOCVPYURLOASX,no_wikidata_match
,CHEMBL845032,CC1CCCN=C1N,,CHEMBL1131208,J Med Chem,CHEMBL267167,=,=,Selectivity,,0.1,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.1,CC1CCCN=C1N,KWOSGUYHQQCIGP-UHFFFAOYSA-N,0.6363315048071875,KWOSGUYHQQCIGP,http://www.wikidata.org/entity/Q82461451
,CHEMBL848735,Cc1cc(N)nc(C(C)C)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL299677,=,=,Selectivity,,1.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.8,Cc1cc(N)nc(C(C)C)c1,KWZJHWXZCUMXJX-UHFFFAOYSA-N,-0.20872851200484543,KWZJHWXZCUMXJX,no_wikidata_match
,CHEMBL848737,Cc1cc(N)nc(C(C)C)c1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL299677,=,=,Selectivity,,10.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,10.9,Cc1cc(N)nc(C(C)C)c1,KWZJHWXZCUMXJX-UHFFFAOYSA-N,-0.20872851200484543,KWZJHWXZCUMXJX,no_wikidata_match
,CHEMBL840182,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1130132,J Med Chem,CHEMBL97782,=,=,Selectivity,,43.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,43.3,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)CCC/N=C(\N)N[N+](=O)[O-],KYHOHJBCGGKDLL-CHWSQXEVSA-N,0.19240134399607037,KYHOHJBCGGKDLL,no_wikidata_match
,CHEMBL840182,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1130132,J Med Chem,CHEMBL420996,=,=,Selectivity,,3.2,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,3.2,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],KYHOHJBCGGKDLL-STQMWFEESA-N,0.19240134399607037,KYHOHJBCGGKDLL,no_wikidata_match
,CHEMBL840777,Br.Br.N=C(Nc1cccc(CN)c1)c1ccco1,,CHEMBL1131040,J Med Chem,CHEMBL552825,=,=,Selectivity,,25.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,25.0,Br.Br.N=C(Nc1cccc(CN)c1)c1ccco1,LEHVVGYLVRCMTL-UHFFFAOYSA-N,-0.921372622409172,LEHVVGYLVRCMTL,no_wikidata_match
,CHEMBL834177,CNCC1CNc2nc(N)nc(O)c2N1,,CHEMBL1140327,J Med Chem,CHEMBL420453,=,=,Selectivity,,2.71,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.71,CNCC1CNc2nc(N)nc(O)c2N1,LHIQNSIRCHEIBK-UHFFFAOYSA-N,0.9777694835797067,LHIQNSIRCHEIBK,no_wikidata_match
,CHEMBL852582,NCCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL91256,=,=,Ratio,,308.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,308.0,NCCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],LHVRSJQNZORMLA-QMMMGPOBSA-N,0.2668158875977801,LHVRSJQNZORMLA,no_wikidata_match
,CHEMBL838498,NCCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1134555,J Med Chem,CHEMBL91256,=,=,Selectivity,,308.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,308.0,NCCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],LHVRSJQNZORMLA-QMMMGPOBSA-N,0.2668158875977801,LHVRSJQNZORMLA,no_wikidata_match
,CHEMBL832387,CCCCC1CSC(N)=N1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL363049,=,=,Ratio,uM,2.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,2.5,CCCCC1CSC(N)=N1,LRIFCAXPRJKRBE-UHFFFAOYSA-N,0.5686943077399601,LRIFCAXPRJKRBE,no_wikidata_match
,CHEMBL847293,CCCCC1N=C(N)CC1C.Cl,,CHEMBL1131100,J Med Chem,CHEMBL553119,=,=,Ratio,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,2.0,CCCCC1N=C(N)CC1C.Cl,LZUMPBAFPSELNB-UHFFFAOYSA-N,0.7255591865783836,LZUMPBAFPSELNB,no_wikidata_match
,CHEMBL852582,COC(=O)[C@H](CCN)NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL317521,=,=,Ratio,,46.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,46.0,COC(=O)[C@H](CCN)NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],MCWPKJKVTLRKRK-YUMQZZPRSA-N,0.45257608431533036,MCWPKJKVTLRKRK,no_wikidata_match
,CHEMBL840781,NCc1ccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])cc1,,CHEMBL1145940,J Med Chem,CHEMBL46913,=,=,Selectivity,,245.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,245.0,NCc1ccc(NC[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])cc1,MCWPVZBUYYXHAR-NSHDSACASA-N,0.05650237799720455,MCWPVZBUYYXHAR,no_wikidata_match
,CHEMBL1960200,CN1CC=C(c2c[nH]c3ccc(CNC(=N)c4cccs4)cc23)CC1.Cl.Cl,,CHEMBL1955728,Bioorg Med Chem Lett,CHEMBL3216320,=,=,Ratio IC50,,66.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,66.0,CN1CC=C(c2c[nH]c3ccc(CNC(=N)c4cccs4)cc23)CC1.Cl.Cl,MOCMFFAVENQNJE-UHFFFAOYSA-N,-0.8260115244361372,MOCMFFAVENQNJE,no_wikidata_match
,CHEMBL5117111,CNCCCc1cc(C)cc(N)n1,,CHEMBL5113456,Bioorg Med Chem,CHEMBL5191295,=,=,Ratio Ki,,32.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio Ki,,32.0,CNCCCc1cc(C)cc(N)n1,MOHLCKRYTZYOGZ-UHFFFAOYSA-N,-0.26594996924490766,MOHLCKRYTZYOGZ,no_wikidata_match
